"Unless indicated otherwise, individual judges scores in the charts below (given in parentheses) are listed in this order from left to right: Craig Revel Horwood, Shirley Ballas, Motsi Mabuse.",,,,
,,,,
Launch show,,,,
,,,,
"Musical guests: Joel Corry feat. MNEK—""Head & Heart""[27]",,,,
,,,,
Week 1,,,,
,,,,
Running order,,,,
,,,,
Couple,Score[28],Dance,Music[29],
Jamie & Karen,"14 (4,5,5)",Cha-Cha-Cha,"""Think About Things""—Daði og Gagnamagnið",
Caroline & Johannes,"21 (7,7,7)",American Smooth,"""Morning Train (9 to 5)""—Sheena Easton",
Max & Dianne,"17 (6,5,6)",Tango,"""Best Fake Smile""—James Bay",
Clara & Aljaž,"18 (5,6,7)",Cha-Cha-Cha,"""Don't Start Now""—Dua Lipa",
Jacqui & Anton,"13 (3,5,5)",Foxtrot,"""Always Look on the Bright Side of Life""—Monty Python",
JJ & Amy,"19 (6,6,7)",Waltz,"""What a Wonderful World""—Louis Armstrong",
Maisie & Gorka,"24 (8,8,8)",Samba,"""Samba (Conga)""—Gloria Estefan",
Jason & Luba,"16 (4,6,6)",American Smooth,"""My Girl""—The Temptations",
Ranvir & Giovanni,"21 (7,7,7)",Paso Doble,"""End of Time""—Beyoncé",
Nicola & Katya,"21 (7,7,7)",Quickstep,"""Get Happy""—Ella Fitzgerald",
Bill & Oti,"15 (3,6,6)",Cha-Cha-Cha,"""Pata Pata""—Miriam Makeba",
HRVY & Janette,"25 (8,8,9)",Jive,"""Faith""—Stevie Wonder feat. Ariana Grande",
,,,,
Week 2,,,,
,,,,
"Musical guest: Sam Smith—""Diamonds""[30]",,,,
,,,,
Running order,,,,
,,,,
Couple,Score[31],Dance,Music[32],Result
Max & Dianne,"20 (6,7,7)",Jive,"""I'm a Believer""—The Monkees",Safe
Clara & Aljaž,"17 (5,6,6)",Viennese Waltz,"""You Don't Own Me""—SAYGRACE",Safe
Bill & Oti,"24 (8,8,8)",Quickstep,"""Talk to the Animals""—Bobby Darin",Safe
JJ & Amy,"17 (5,6,6)",Paso Doble,"""Believer""—Imagine Dragons",Safe
Jamie & Karen,"17 (5,6,6)",American Smooth,"""Night and Day""—Frank Sinatra",Bottom two
Maisie & Gorka,"25 (8,9,8)",Tango,"""Midnight Sky""—Miley Cyrus",Safe
Jacqui & Anton,"12 (2,5,5)",Samba,"""Help Yourself""—Tom Jones",Eliminated
HRVY & Janette,"24 (7,8,9)",Viennese Waltz,"""Stuck with U""—Ariana Grande & Justin Bieber",Safe
Ranvir & Giovanni,"21 (6,7,8)",Quickstep,"""You Are the Sunshine of My Life""—Stevie Wonder",Safe
Nicola & Katya,"24 (8,8,8)",Street,"""Shine""—Years & Years",Safe
Caroline & Johannes,"21 (7,7,7)",Paso Doble,"""El Gato Montes""—Ramon Cortez Pasodoble Orchestra",Safe
Jason & Luba,"18 (6,6,6)",Salsa,"""Get Lucky""—Daft Punk feat. Pharrell Williams",Safe
,,,,
Judges' votes to save,,,,
,,,,
Revel Horwood: Jamie & Karen,,,,
Mabuse: Jamie & Karen,,,,
"Ballas: Did not vote, but would have voted to save Jamie & Karen",,,,
,,,,
Week 3: Movie Week,,,,
,,,,
"Musical guest: The Kanneh-Masons—""Ave Maria""[33]",,,,
,,,,
Running order,,,,
,,,,
Couple,Score[34],Dance,Music[35],Result
Nicola & Katya,"19 (6,7,6)",Jive,"""Greased Lightnin'""—from Grease",Bottom two (later withdrew)
Maisie & Gorka,"24 (8,7,9)",American Smooth,"""Into the Unknown""—from Frozen II",Safe
Caroline & Johannes,"21 (6,7,8)",Jazz,"""Everything's Coming Up Roses""—from Gypsy",Safe
Jason & Luba,"12 (3,4,5)",Paso Doble,"""Star Wars Theme""—from Star Wars",Eliminated
JJ & Amy,"24 (8,8,8)",Foxtrot,"""Raindrops Keep Fallin' on My Head""—from Butch Cassidy and the Sundance Kid",Safe
HRVY & Janette,"21 (6,7,8)",Cha-Cha-Cha,"""Don't Go Breaking My Heart""—from Gnomeo & Juliet",Safe
Ranvir & Giovanni,"27 (9,9,9)",Foxtrot,"""Love You I Do""—from Dreamgirls",Safe
Jamie & Karen,"23 (7,8,8)",Charleston,"""Zero to Hero""—from Hercules",Safe
Clara & Aljaž,"20 (7,6,7)",Tango,"""Lady Marmalade""—from Moulin Rouge!",Safe
Max & Dianne,"24 (8,8,8)",Street,"""The Simpsons Theme""—from The Simpsons Movie",Safe
Bill & Oti,"26 (8,9,9)",Paso Doble,"""The Good, the Bad and the Ugly""—from The Good, the Bad and the Ugly",Safe
,,,,
Judges' votes to save,,,,
,,,,
Revel Horwood: Nicola & Katya,,,,
Mabuse: Nicola & Katya,,,,
"Ballas: Did not vote, but would have voted to save Nicola & Katya",,,,
,,,,
Week 4,,,,
,,,,
"Individual judges scores in the charts below (given in parentheses) are listed in this order from left to right: Craig Revel Horwood, Shirley Ballas, Anton du Beke.",,,,
,,,,
"Musical guest: The Vamps—""Married in Vegas""[36]",,,,
,,,,
Running order,,,,
,,,,
Couple,Score[37],Dance,Music[38],Result
HRVY & Janette,"27 (8,10,9)",Salsa,"""Dynamite""—BTS",Safe
Ranvir & Giovanni,"20 (5,7,8)",Cha-Cha-Cha,"""Oye Como Va""—Santana/""I Like It Like That""—Pete Rodriguez",Safe
Max & Dianne,"20 (5,7,8)",American Smooth,"""It Had to Be You""—Harry Connick Jr.",Eliminated
JJ & Amy,"17 (4,6,7)",Jive,"""Boogie Woogie Bugle Boy""—Bette Midler",Safe
Maisie & Gorka,"24 (7,8,9)",Cha-Cha-Cha,"""Girls Just Want to Have Fun""—Cyndi Lauper",Bottom two
